revsci.net,2.010000,0.070000,6.130000,advertising
nuggad.net,1.970000,0.000000,1.370000,advertising
w55c.net,1.950000,0.000000,0.000000,advertising
yieldlab.net,1.940000,0.000000,0.120000,advertising
t4ft.de,1.890000,0.000000,0.090000,advertising
paypalobjects.com,1.860000,2.550000,0.040000,customer_interaction
jsdelivr.net,1.830000,0.770000,0.510000,cdn
adap.tv,1.830000,0.000000,0.020000,advertising
stickyadstv.com,1.820000,0.000000,0.000000,advertising
yadro.ru,1.810000,0.660000,0.000000,comments
w.org,1.790000,34.370000,1.330000,site_analytics
theadex.com,1.780000,0.010000,0.000000,advertising
tubemogul.com,1.750000,0.000000,0.000000,advertising
redintelligence.net,1.700000,0.000000,0.000000,advertising
adformdsp.net,1.700000,0.000000,0.110000,advertising
jwpcdn.com,1.680000,0.240000,0.010000,audio_video_player
zopim.com,1.650000,0.020000,0.000000,customer_interaction
mxcdn.net,1.620000,0.000000,0.000000,advertising
webmasterplan.com,1.620000,0.000000,0.000000,advertising
exactag.com,1.600000,0.000000,0.030000,site_analytics
etracker.com,1.600000,0.070000,0.000000,site_analytics
instagram.com,1.600000,7.490000,12.860000,misc
dotomi.com,1.590000,0.000000,0.000000,advertising
rfihub.com,1.590000,0.000000,0.150000,advertising
fonts.net,1.590000,0.000000,0.040000,cdn
springserve.com,1.580000,0.000000,0.310000,advertising
meetrics.net,1.550000,0.000000,0.130000,advertising
omtrdc.net,1.550000,0.000000,0.720000,site_analytics
adscale.de,1.540000,0.000000,0.010000,advertising
adlooxtracking.com,1.530000,0.000000,0.000000,advertising
gwallet.com,1.530000,0.000000,0.000000,advertising
betrad.com,1.510000,0.000000,0.610000,essential
outbrain.com,1.500000,1.440000,3.540000,misc
de.com,1.500000,13.290000,19.450000,advertising
everesttech.net,1.500000,0.010000,0.370000,advertising
vertamedia.com,1.500000,0.000000,0.010000,unknown
jwpltx.com,1.490000,0.000000,0.010000,audio_video_player
etracker.de,1.490000,0.000000,0.000000,site_analytics
ggpht.com,1.480000,0.100000,0.230000,cdn
ad-srv.net,1.450000,0.000000,0.000000,advertising
angsrvr.com,1.450000,0.000000,0.000000,misc
adsymptotic.com,1.430000,0.000000,0.000000,advertising
tidaltv.com,1.430000,0.000000,0.000000,advertising
tapad.com,1.410000,0.010000,0.260000,advertising
nexac.com,1.390000,0.000000,0.140000,advertising
spotxcdn.com,1.390000,0.000000,0.000000,advertising
zanox.com,1.370000,0.000000,0.360000,advertising
sascdn.com,1.350000,0.070000,0.210000,advertising
gemius.pl,1.340000,0.000000,0.000000,advertising
adroll.com,1.340000,0.010000,0.580000,advertising
streamrail.com,1.340000,0.000000,0.000000,audio_video_player
adobedtm.com,1.330000,0.000000,2.390000,essential
areyouahuman.com,1.330000,0.000000,0.000000,site_analytics
cdninstagram.com,1.310000,0.700000,0.040000,misc
xiti.com,1.300000,0.630000,3.620000,site_analytics
360yield.com,1.300000,0.000000,0.000000,advertising
1rx.io,1.280000,0.000000,0.030000,advertising
imrworldwide.com,1.270000,0.060000,11.800000,advertising
teads.tv,1.270000,0.130000,0.420000,advertising
doubleverify.com,1.260000,0.010000,0.370000,advertising
iasds01.com,1.240000,0.000000,0.000000,advertising
visualwebsiteoptimizer.com,1.230000,0.000000,0.110000,site_analytics
vk.com,1.230000,0.860000,0.470000,social_media
rqtrk.eu,1.220000,0.000000,0.000000,advertising
lijit.com,1.220000,1.560000,0.170000,advertising
optimatic.com,1.220000,0.000000,0.010000,audio_video_player
eyeota.net,1.210000,0.000000,0.000000,advertising
adobe.com,1.210000,1.300000,3.840000,advertising
lkqd.net,1.200000,0.010000,0.030000,advertising
impdesk.com,1.190000,0.000000,0.000000,advertising
